OPIS Truckstop ID,Truckstop Name,Address,City,State,Full Address,Latitude,Longitude,Rack ID,Retail Price
70281,LOVES TRAVEL STOP #645,"I-75, EXIT 18",Monroe,MI,LOVES TRAVEL STOP #645 Monroe MI ,41.9651107,-83.3450942,325,3.339
70281,LOVES TRAVEL STOP #645,"I-75, EXIT 18",Monroe,MI,LOVES TRAVEL STOP #645 Monroe MI ,41.9651107,-83.3450942,325,3.239
70281,LOVES TRAVEL STOP #645,"I-75, EXIT 18",Monroe,MI,LOVES TRAVEL STOP #645 Monroe MI ,41.9651107,-83.3450942,325,3.429
66788,CIRCLE K #4703626,"I-75, EXIT 60 & SR-68",Sweetwater,TN,CIRCLE K #4703626 Sweetwater TN ,35.6014636,-84.4610394,285,3.289
70281,LOVES TRAVEL STOP #645,"I-75, EXIT 18",Monroe,MI,LOVES TRAVEL STOP #645 Monroe MI ,41.9651107,-83.3450942,325,3.489
66862,LOVES TRAVEL STOP #330,I-40 EXIT 280 & SR-56,Baxter,TN,LOVES TRAVEL STOP #330 Baxter TN ,36.1397222,-85.6302778,460,3.234
66863,101 TRAVEL PLAZA,"I-40, EXIT 101 & SR-104",Cedar Grove,TN,101 TRAVEL PLAZA Cedar Grove TN ,35.755603,-88.5137184,435,2.999
70281,LOVES TRAVEL STOP #645,"I-75, EXIT 18",Monroe,MI,LOVES TRAVEL STOP #645 Monroe MI ,41.9651107,-83.3450942,325,3.549
70281,LOVES TRAVEL STOP #645,"I-75, EXIT 18",Monroe,MI,LOVES TRAVEL STOP #645 Monroe MI ,41.9651107,-83.3450942,325,3.389
269,PILOT TRAVEL CENTERS #24,"I-75, EXIT 15",Monroe,MI,PILOT TRAVEL CENTERS #24 Monroe MI ,41.9635399,-83.353225,325,3.299
269,PILOT TRAVEL CENTERS #24,"I-75, EXIT 15",Monroe,MI,PILOT TRAVEL CENTERS #24 Monroe MI ,41.9635399,-83.353225,325,3.249
269,PILOT TRAVEL CENTERS #24,"I-75, EXIT 15",Monroe,MI,PILOT TRAVEL CENTERS #24 Monroe MI ,41.9635399,-83.353225,325,3.439
66954,LOVES TRAVEL STOP #344,I-240 EXIT 21 & US-78/SR-4,Memphis,TN,LOVES TRAVEL STOP #344 Memphis TN ,35.0751224,-89.9509349,435,3.249
66957,LOVES TRAVEL STOP #346,I-65 EXIT 46 & SR-99,Columbia,TN,LOVES TRAVEL STOP #346 Columbia TN ,35.6436073,-86.8913824,460,3.789
67070,CASEYS #4225,"SR-155N, EXIT 26-A",Nashville,TN,CASEYS #4225 Nashville TN ,36.1722214,-86.865503,460,3.06233333
67115,CIRCLE K #3912,"I-24/SR-27, EXIT 155 & SR-28",Jasper,TN,CIRCLE K #3912 Jasper TN ,35.0472611,-85.6328864,285,2.889
67126,PILOT TRAVEL CENTERS #366,"I-40, EXIT 85 CHRISTMASVILLE RD",Jackson,TN,PILOT TRAVEL CENTERS #366 Jackson TN ,35.6829716,-88.7776672,435,3.509
269,PILOT TRAVEL CENTERS #24,"I-75, EXIT 15",Monroe,MI,PILOT TRAVEL CENTERS #24 Monroe MI ,41.9635399,-83.353225,325,3.349
269,PILOT TRAVEL CENTERS #24,"I-75, EXIT 15",Monroe,MI,PILOT TRAVEL CENTERS #24 Monroe MI ,41.9635399,-83.353225,325,3.559
5739,PILOT TRAVEL CENTERS #284,"I-75, EXIT 18",Monroe,MI,PILOT TRAVEL CENTERS #284 Monroe MI ,41.9635399,-83.353225,325,3.399
5739,PILOT TRAVEL CENTERS #284,"I-75, EXIT 18",Monroe,MI,PILOT TRAVEL CENTERS #284 Monroe MI ,41.9635399,-83.353225,325,3.299
67283,PILOT #4597,"I-40, EXIT 258/SR-53",Gordonsville,TN,PILOT #4597 Gordonsville TN ,36.1726305,-85.9296488,460,3.24566666
5739,PILOT TRAVEL CENTERS #284,"I-75, EXIT 18",Monroe,MI,PILOT TRAVEL CENTERS #284 Monroe MI ,41.9635399,-83.353225,325,3.559
67335,TOP STOP MARKET,"I-24, EXIT 111",Manchester,TN,TOP STOP MARKET Manchester TN ,35.49436,-86.071203,285,3.01566666
5739,PILOT TRAVEL CENTERS #284,"I-75, EXIT 18",Monroe,MI,PILOT TRAVEL CENTERS #284 Monroe MI ,41.9635399,-83.353225,325,3.249
67420,LOVES TRAVEL STOP #369,I-40 EXIT 163 & SR-48,Dickson,TN,LOVES TRAVEL STOP #369 Dickson TN ,35.9919926,-87.4882159,460,3.17566666
5739,PILOT TRAVEL CENTERS #284,"I-75, EXIT 18",Monroe,MI,PILOT TRAVEL CENTERS #284 Monroe MI ,41.9635399,-83.353225,325,3.439
67442,PILOT #4598,I-75 EXIT 56,Niota,TN,PILOT #4598 Niota TN ,35.5453156,-84.5651764,285,3.599
67443,PILOT #4599,"I-24, EXIT 135",Monteagle,TN,PILOT #4599 Monteagle TN ,35.2330156,-85.8262149,285,3.33566666
67617,Twice Daily Convenience Store #8046,"I-24, EXIT 31 & SR-249",Joelton,TN,Twice Daily Convenience Store #8046 Joelton TN ,36.3207464,-86.8678972,460,3.349
52099,BEACON & BRIDGE #7,"I-75, EXIT 126",Mount Morris,MI,BEACON & BRIDGE #7 Mount Morris MI ,43.1187332,-83.7607008,342,3.379
71149,KOUNTRY KORNER,SR-20,Mount Pleasant,MI,KOUNTRY KORNER Mount Pleasant MI ,43.5971526,-84.9070526,260,3.619
69046,SPEEDWAY #6303,"I-96, EXIT 4 & US-31",Muskegon,MI,SPEEDWAY #6303 Muskegon MI ,43.2945857,-86.2035286,456,3.299
69046,SPEEDWAY #6303,"I-96, EXIT 4 & US-31",Muskegon,MI,SPEEDWAY #6303 Muskegon MI ,43.2945857,-86.2035286,456,3.319
69046,SPEEDWAY #6303,"I-96, EXIT 4 & US-31",Muskegon,MI,SPEEDWAY #6303 Muskegon MI ,43.2945857,-86.2035286,456,3.359
69046,SPEEDWAY #6303,"I-96, EXIT 4 & US-31",Muskegon,MI,SPEEDWAY #6303 Muskegon MI ,43.2945857,-86.2035286,456,3.379
69046,SPEEDWAY #6303,"I-96, EXIT 4 & US-31",Muskegon,MI,SPEEDWAY #6303 Muskegon MI ,43.2945857,-86.2035286,456,3.279
67791,KINGSPORT TRUCK STOP,"I-81, EXIT 63",Kingsport,TN,KINGSPORT TRUCK STOP Kingsport TN ,36.5116143,-82.4336693,405,3.899
3688,SPEEDWAY #2314,"I-94, EXIT 243 & SR-29",New Baltimore,MI,SPEEDWAY #2314 New Baltimore MI ,42.6811436,-82.7368616,342,3.559
3688,SPEEDWAY #2314,"I-94, EXIT 243 & SR-29",New Baltimore,MI,SPEEDWAY #2314 New Baltimore MI ,42.6811436,-82.7368616,342,3.579
67877,CIRCLE K #4703701,I-24 EXIT 70,Smyrna,TN,CIRCLE K #4703701 Smyrna TN ,35.9828412,-86.5186045,460,3.03233333
62550,Sunoco,"I-275, EXIT 11",New Boston,MI,Sunoco New Boston MI ,42.1626843,-83.4027844,325,3.399
62550,Sunoco,"I-275, EXIT 11",New Boston,MI,Sunoco New Boston MI ,42.1626843,-83.4027844,325,3.439
65108,PICKLEMANS ONE STOP-ZEPHYR,ST 28,Newberry,MI,PICKLEMANS ONE STOP-ZEPHYR Newberry MI ,46.3030614,-85.5113658,360,3.699
66512,MARATHON #1554,"I-75, EXIT 21",Newport,MI,MARATHON #1554 Newport MI ,42.0023594,-83.3088167,325,3.299
66512,MARATHON #1554,"I-75, EXIT 21",Newport,MI,MARATHON #1554 Newport MI ,42.0023594,-83.3088167,325,3.399
1873,JDS TRUCKSTOP,"US-12 & US-31, EXIT 3",Niles,MI,JDS TRUCKSTOP Niles MI ,41.8066368,-86.3211676,465,3.749
1873,JDS TRUCKSTOP,"US-12 & US-31, EXIT 3",Niles,MI,JDS TRUCKSTOP Niles MI ,41.8066368,-86.3211676,465,3.849
63766,PILOT TRAVEL CENTERS #26,"US-23, EXIT 5 & US-223",Ottawa Lake,MI,PILOT TRAVEL CENTERS #26 Ottawa Lake MI ,41.799049,-83.694294,325,3.599
68189,EAGLE EXXON,US-27/SR-29,Dayton,TN,EAGLE EXXON Dayton TN ,35.5270982,-84.9876788,285,3.399
68196,CATDADDY MARKET,SR-33,Tazewell,TN,CATDADDY MARKET Tazewell TN ,36.4482795,-83.5747281,405,3.299
63766,PILOT TRAVEL CENTERS #26,"US-23, EXIT 5 & US-223",Ottawa Lake,MI,PILOT TRAVEL CENTERS #26 Ottawa Lake MI ,41.799049,-83.694294,325,3.659
68335,PILOT #481,"I-75, EXIT 20",Mc Donald,TN,PILOT #481 Mc Donald TN ,35.1531835,-84.9529772,285,3.599
63766,PILOT TRAVEL CENTERS #26,"US-23, EXIT 5 & US-223",Ottawa Lake,MI,PILOT TRAVEL CENTERS #26 Ottawa Lake MI ,41.799049,-83.694294,325,3.579
68432,PAPA ROCK,US-79/SR-76,Clarksville,TN,PAPA ROCK Clarksville TN ,36.5297706,-87.3611694,460,3.199
68440,EXPRESS GAS,"I-40, EXIT 2A/US-51",Memphis,TN,EXPRESS GAS Memphis TN ,35.220228,-89.92612,435,2.979
63766,PILOT TRAVEL CENTERS #26,"US-23, EXIT 5 & US-223",Ottawa Lake,MI,PILOT TRAVEL CENTERS #26 Ottawa Lake MI ,41.799049,-83.694294,325,3.649
64083,BIG DADDYS TRUCKSTOP,US-223 & US-23,Ottawa Lake,MI,BIG DADDYS TRUCKSTOP Ottawa Lake MI ,41.7973333,-83.6922514,325,3.499
64084,RPF OIL #92 PARMA TRAVEL CENTER,"I-94, EXIT 128",Parma,MI,RPF OIL #92 PARMA TRAVEL CENTER Parma MI ,42.2664194,-84.623507,431,3.499
1210,ROADHAWK TRAVEL CENTER,"I-94, EXIT 56 & SR-51",Paw Paw,MI,ROADHAWK TRAVEL CENTER Paw Paw MI ,42.1976439,-85.967002,465,3.599
1210,ROADHAWK TRAVEL CENTER,"I-94, EXIT 56 & SR-51",Paw Paw,MI,ROADHAWK TRAVEL CENTER Paw Paw MI ,42.1976439,-85.967002,465,3.559
5754,ROAD TRIP OASIS PERRY,"I-69, EXIT 105 & SR-52",Perry,MI,ROAD TRIP OASIS PERRY Perry MI ,42.8361057,-84.2208685,406,3.799
68891,LOVES TRAVEL STOP #480,I-40 EXIT 364,Lenoir City,TN,LOVES TRAVEL STOP #480 Lenoir City TN ,35.8729449,-84.3234268,405,3.439
5754,ROAD TRIP OASIS PERRY,"I-69, EXIT 105 & SR-52",Perry,MI,ROAD TRIP OASIS PERRY Perry MI ,42.8361057,-84.2208685,406,3.699
7523,EXPRESS STOP FOOD STORE #4644,"I-75, EXIT 181",Pinconning,MI,EXPRESS STOP FOOD STORE #4644 Pinconning MI ,43.8536325,-83.9649869,260,3.639
5758,SPEEDY Q MARKET #8206,"I-94, EXIT 274",Port Huron,MI,SPEEDY Q MARKET #8206 Port Huron MI ,42.9891414,-82.4486599,325,3.899
6172,SPEEDWAY #2319,"I-96, EXIT 77",Portland,MI,SPEEDWAY #2319 Portland MI ,42.8616441,-84.8867365,431,3.699
6172,SPEEDWAY #2319,"I-96, EXIT 77",Portland,MI,SPEEDWAY #2319 Portland MI ,42.8616441,-84.8867365,431,3.549
68897,TA CARYVILLE,"I-75, EXIT 141",Pioneer,TN,TA CARYVILLE Pioneer TN ,36.377663,-84.246613,405,3.00733333
52541,PANTRY TRUCKSTOP,US-2/US-41,Rapid River,MI,PANTRY TRUCKSTOP Rapid River MI ,45.89745,-86.8338332,360,3.499
52541,PANTRY TRUCKSTOP,US-2/US-41,Rapid River,MI,PANTRY TRUCKSTOP Rapid River MI ,45.89745,-86.8338332,360,3.319
52541,PANTRY TRUCKSTOP,US-2/US-41,Rapid River,MI,PANTRY TRUCKSTOP Rapid River MI ,45.89745,-86.8338332,360,3.399
68990,LOVES TRAVEL STOP #490,"I-24, EXIT 158",Jasper,TN,LOVES TRAVEL STOP #490 Jasper TN ,35.036022,-85.582133,285,3.25233333
61057,CIRCLE K #2746537,US-2 & US-41,Rapid River,MI,CIRCLE K #2746537 Rapid River MI ,45.927376,-86.97606,360,3.499
61057,CIRCLE K #2746537,US-2 & US-41,Rapid River,MI,CIRCLE K #2746537 Rapid River MI ,45.927376,-86.97606,360,3.319
61057,CIRCLE K #2746537,US-2 & US-41,Rapid River,MI,CIRCLE K #2746537 Rapid River MI ,45.927376,-86.97606,360,3.399
69007,SPEEDWAY #7136,US-41 & US-70,Nashville,TN,SPEEDWAY #7136 Nashville TN ,36.1968998,-86.7417039,460,3.24233333
69008,SPEEDWAY #7137,SR-42 & SR-111,Cookeville,TN,SPEEDWAY #7137 Cookeville TN ,36.1828007,-85.4596719,460,3.07733333
69013,SPEEDWAY #7124,US-231/SR-10,Lebanon,TN,SPEEDWAY #7124 Lebanon TN ,36.2150692,-86.290261,460,3.024
69015,Joe's Kwik Mart,"I-75, EXIT 7 & US-11 & US-64",Chattanooga,TN,Joe's Kwik Mart Chattanooga TN ,35.0609703,-85.1365335,285,3.149
61057,CIRCLE K #2746537,US-2 & US-41,Rapid River,MI,CIRCLE K #2746537 Rapid River MI ,45.927376,-86.97606,360,3.449
70155,MARATHON,"US-24, I-96 EXIT 179",Redford,MI,MARATHON Redford MI ,42.3995939,-83.2958857,549,4.999
72101,EXXON,US-24,Redford,MI,EXXON Redford MI ,42.3995939,-83.2958857,325,3.699
65113,NORTHWIND TRAVEL CENTER,"US-131, EXIT 153 & US-10",Reed City,MI,NORTHWIND TRAVEL CENTER Reed City MI ,43.8750174,-85.5100498,456,3.599
65113,NORTHWIND TRAVEL CENTER,"US-131, EXIT 153 & US-10",Reed City,MI,NORTHWIND TRAVEL CENTER Reed City MI ,43.8750174,-85.5100498,456,3.499
65083,SUNOCO,"I-75, EXIT 34B",Riverview,MI,SUNOCO Riverview MI ,42.1742073,-83.1793697,325,3.639
68894,ROCKFORD MOBIL MART,"US-131, EXIT 97",Rockford,MI,ROCKFORD MOBIL MART Rockford MI ,43.1200272,-85.5600316,344,3.599
69149,BLU STATION- LAMAR AVE,"I-240, EXIT 30",Memphis,TN,BLU STATION- LAMAR AVE Memphis TN ,35.0740238,-89.94944,435,2.969
69156,BLU STATION,"I-55, EXIT 5A",Memphis,TN,BLU STATION Memphis TN ,35.158516,-90.1363673,435,2.969
68894,ROCKFORD MOBIL MART,"US-131, EXIT 97",Rockford,MI,ROCKFORD MOBIL MART Rockford MI ,43.1200272,-85.5600316,344,3.299
69229,SPEEDWAY #7154,"I-40, EXIT 87 & US-70",Jackson,TN,SPEEDWAY #7154 Jackson TN ,35.6841524,-88.778052,460,3.399
69259,SPEEDWAY #7162,US-74/SR-311,Cleveland,TN,SPEEDWAY #7162 Cleveland TN ,35.1375391,-84.9065897,285,3.449
64496,QUICK FUEL #1703,"I-94, EXIT 199-A",Romulus,MI,QUICK FUEL #1703 Romulus MI ,42.233513,-83.3181777,325,3.519
64496,QUICK FUEL #1703,"I-94, EXIT 199-A",Romulus,MI,QUICK FUEL #1703 Romulus MI ,42.233513,-83.3181777,325,3.549
64496,QUICK FUEL #1703,"I-94, EXIT 199-A",Romulus,MI,QUICK FUEL #1703 Romulus MI ,42.233513,-83.3181777,325,3.569
69336,SPEEDWAY #7148,"I-40, EXIT 232 & SR-109",Lebanon,TN,SPEEDWAY #7148 Lebanon TN ,36.2150692,-86.290261,460,2.92233333
73129,SHEETZ #837,I-94,Romulus,MI,SHEETZ #837 Romulus MI ,42.2385118,-83.3658812,325,3.099
64085,MADCO TRUCK PLAZA,"I-94, EXIT 200",Romulus,MI,MADCO TRUCK PLAZA Romulus MI ,42.2540526,-83.3093074,325,3.399
69365,Circle K #4703911,SR-109 & SR-52,Portland,TN,Circle K #4703911 Portland TN ,36.5762065,-86.5138212,460,2.959
69396,SPEEDWAY #7158,"I-40, EXIT 320 & SR-98",Crossville,TN,SPEEDWAY #7158 Crossville TN ,35.9776735,-85.0139578,460,3.07233333
69397,SPEEDWAY #7163,"I-40/US-412, EXIT 85",Jackson,TN,SPEEDWAY #7163 Jackson TN ,35.6841524,-88.778052,460,3.349
69398,SPEEDWAY #7114,"I-75, EXIT 4, SR-153, EXIT 1 & US-64/US-11",Chattanooga,TN,SPEEDWAY #7114 Chattanooga TN ,35.0432356,-85.2792531,285,3.08233333
69399,SPEEDWAY #7147,"I-75, EXIT 49 & SR-30",Athens,TN,SPEEDWAY #7147 Athens TN ,35.4691359,-84.6531799,285,3.349
64085,MADCO TRUCK PLAZA,"I-94, EXIT 200",Romulus,MI,MADCO TRUCK PLAZA Romulus MI ,42.2540526,-83.3093074,325,3.539
64085,MADCO TRUCK PLAZA,"I-94, EXIT 200",Romulus,MI,MADCO TRUCK PLAZA Romulus MI ,42.2540526,-83.3093074,325,3.499
71261,Una Travel Center,I-94 EXIT 228,Roseville,MI,Una Travel Center Roseville MI ,42.4804432,-82.9344026,325,3.899
10172,EXPRESS STOP FOOD STORE #4647,"I-75, EXIT 151 & SR- 81",Saginaw,MI,EXPRESS STOP FOOD STORE #4647 Saginaw MI ,43.4375787,-83.9826478,260,3.399
66405,FLYING J FUEL STOP #668,"I-75, EXIT 151",Saginaw,MI,FLYING J FUEL STOP #668 Saginaw MI ,43.4195608,-83.9473706,260,3.289
69561,SPEEDWAY #7156,"I-40/75, EXIT 374 & SR-131",Knoxville,TN,SPEEDWAY #7156 Knoxville TN ,36.000024,-83.8730432,405,3.26566666
66405,FLYING J FUEL STOP #668,"I-75, EXIT 151",Saginaw,MI,FLYING J FUEL STOP #668 Saginaw MI ,43.4195608,-83.9473706,260,3.399
69564,SPEEDWAY #7106,"I-40, EXIT 280 & SR-56",Baxter,TN,SPEEDWAY #7106 Baxter TN ,36.1393023,-85.6281033,460,3.06566666
66405,FLYING J FUEL STOP #668,"I-75, EXIT 151",Saginaw,MI,FLYING J FUEL STOP #668 Saginaw MI ,43.4195608,-83.9473706,260,3.599
66405,FLYING J FUEL STOP #668,"I-75, EXIT 151",Saginaw,MI,FLYING J FUEL STOP #668 Saginaw MI ,43.4195608,-83.9473706,260,3.489
69595,SPEEDWAY #7176,US-31/SR-6,Columbia,TN,SPEEDWAY #7176 Columbia TN ,35.6508137,-87.0119115,460,3.359
70572,LOVES TRAVEL STOP #745,I-94,Saint Clair,MI,LOVES TRAVEL STOP #745 Saint Clair MI ,42.8637664,-82.5588243,342,3.949
66507,ST IGNACE TRUCKSTOP,I-75,Saint Ignace,MI,ST IGNACE TRUCKSTOP Saint Ignace MI ,45.8570279,-84.7377238,287,3.799
69674,WEIGLES #64,"I-75, EXIT 122 & SR-61",Clinton,TN,WEIGLES #64 Clinton TN ,36.169604,-84.0785827,405,2.99566666
69682,PILOT #1577,"I-75, EXIT 141 & SR-63",Pioneer,TN,PILOT #1577 Pioneer TN ,36.3769353,-84.2482037,405,3.02566666
69702,SPEEDWAY #7159,"I-40/SR-66, EXIT 412",Dandridge,TN,SPEEDWAY #7159 Dandridge TN ,36.0107943,-83.5327998,405,3.259
66068,HOLIDAY STATIONSTORE #2746262,I-175 EXIT 394,Sault Sainte Marie,MI,HOLIDAY STATIONSTORE #2746262 Sault Sainte Marie MI ,46.4912812,-84.3684846,287,3.799
66517,ADMIRAL PETROLEUM #5796,"I-75, EXIT 392",Sault Sainte Marie,MI,ADMIRAL PETROLEUM #5796 Sault Sainte Marie MI ,46.4977115,-84.3475876,287,3.799
69790,LOVES TRAVEL STOP #641,I-155/US-412 EXIT 13 & SR-78,Dyersburg,TN,LOVES TRAVEL STOP #641 Dyersburg TN ,36.0710871,-89.3954388,275,3.40233333
5771,DUNES AUTO TRUCK PLAZA,"I-94, EXIT 12",Sawyer,MI,DUNES AUTO TRUCK PLAZA Sawyer MI ,41.8855031,-86.5898397,465,3.499
69826,LOVES TRAVEL STOP #629,I-65 EXIT 108 & SR-76,White House,TN,LOVES TRAVEL STOP #629 White House TN ,36.4677778,-86.6872958,460,3.159
5771,DUNES AUTO TRUCK PLAZA,"I-94, EXIT 12",Sawyer,MI,DUNES AUTO TRUCK PLAZA Sawyer MI ,41.8855031,-86.5898397,465,3.599
69882,SPEEDWAY #7103,US-43,Lawrenceburg,TN,SPEEDWAY #7103 Lawrenceburg TN ,35.262026,-87.3242221,460,3.574
7335,TA SAWYER TRAVEL CENTER,"I-94, EXIT 12",Sawyer,MI,TA SAWYER TRAVEL CENTER Sawyer MI ,41.885502,-86.59967,465,3.699
7335,TA SAWYER TRAVEL CENTER,"I-94, EXIT 12",Sawyer,MI,TA SAWYER TRAVEL CENTER Sawyer MI ,41.885502,-86.59967,465,3.689
72926,Amoco,US-31 & US-10,Scottville,MI,Amoco Scottville MI ,43.9553518,-86.290833,456,3.359
72926,Amoco,US-31 & US-10,Scottville,MI,Amoco Scottville MI ,43.9553518,-86.290833,456,3.399
69947,THORNTONS #607,I-24 EXIT 62 & SR-171,Antioch,TN,THORNTONS #607 Antioch TN ,36.0516382,-86.6448002,460,2.899
72926,Amoco,US-31 & US-10,Scottville,MI,Amoco Scottville MI ,43.9553518,-86.290833,456,3.379
62559,EXPRESS FOOD DEPOT,"I-94, EXIT 266",Smiths Creek,MI,EXPRESS FOOD DEPOT Smiths Creek MI ,42.9089969,-82.5001896,325,3.629
70090,SPEEDWAY #7111,"I-40, EXIT 143 & SR-13",Hurricane Mills,TN,SPEEDWAY #7111 Hurricane Mills TN ,35.8767898,-87.8030555,460,3.03233333
70093,LOVES TRAVEL STOP #694,US-45/SR-5 & SR-57,Ramer,TN,LOVES TRAVEL STOP #694 Ramer TN ,35.0767577,-88.5451589,435,3.46233333
70118,SPEEDWAY #7118,US-41,Smyrna,TN,SPEEDWAY #7118 Smyrna TN ,35.9482735,-86.4876832,460,3.01566666
70128,CIRCLE K #4703913,"I-40 E, EXIT 87",Jackson,TN,CIRCLE K #4703913 Jackson TN ,35.656632,-88.853308,460,3.349
62559,EXPRESS FOOD DEPOT,"I-94, EXIT 266",Smiths Creek,MI,EXPRESS FOOD DEPOT Smiths Creek MI ,42.9089969,-82.5001896,325,3.659
62559,EXPRESS FOOD DEPOT,"I-94, EXIT 266",Smiths Creek,MI,EXPRESS FOOD DEPOT Smiths Creek MI ,42.9089969,-82.5001896,325,3.719
68378,PILOT TRAVEL CENTERS #596,I-69 EXIT 196,Smiths Creek,MI,PILOT TRAVEL CENTERS #596 Smiths Creek MI ,42.9127502,-82.6036964,342,3.959
67846,CEDAR RIVER PLAZA,SR-35,Stephenson,MI,CEDAR RIVER PLAZA Stephenson MI ,45.4097931,-87.3572366,360,3.419
73094,MARATHON,US-24,Taylor,MI,MARATHON Taylor MI ,42.240872,-83.2696509,325,3.539
73094,MARATHON,US-24,Taylor,MI,MARATHON Taylor MI ,42.240872,-83.2696509,325,3.499
7327,TA TEKONSHA,"I-69,EXIT 25 & SR-60",Tekonsha,MI,TA TEKONSHA Tekonsha MI ,42.1066711,-84.9893662,385,3.599
7327,TA TEKONSHA,"I-69,EXIT 25 & SR-60",Tekonsha,MI,TA TEKONSHA Tekonsha MI ,42.1066711,-84.9893662,385,3.699
7327,TA TEKONSHA,"I-69,EXIT 25 & SR-60",Tekonsha,MI,TA TEKONSHA Tekonsha MI ,42.1066711,-84.9893662,385,3.589
60341,SNAPPY FOOD MART,ST 60,Tekonsha,MI,SNAPPY FOOD MART Tekonsha MI ,42.1061197,-84.9922565,431,3.589
61063,PS Food Mart,I-69 EXIT 25,Tekonsha,MI,PS Food Mart Tekonsha MI ,42.0933791,-84.985805,431,3.589
61063,PS Food Mart,I-69 EXIT 25,Tekonsha,MI,PS Food Mart Tekonsha MI ,42.0933791,-84.985805,431,3.519
71050,GILL MART CORNER STORE,US-131 & SR-216,Three Rivers,MI,GILL MART CORNER STORE Three Rivers MI ,41.9439368,-85.632493,465,3.699
60342,True North #254,US-31 & SR-37,Traverse City,MI,True North #254 Traverse City MI ,44.7595401,-85.6132304,456,3.789
60342,True North #254,US-31 & SR-37,Traverse City,MI,True North #254 Traverse City MI ,44.7595401,-85.6132304,456,3.729
7332,FLYING J #895,"I-75, EXIT 32A",Trenton,MI,FLYING J #895 Trenton MI ,42.1364289,-83.2392155,325,3.559
7332,FLYING J #895,"I-75, EXIT 32A",Trenton,MI,FLYING J #895 Trenton MI ,42.1364289,-83.2392155,325,3.299
70320,SPEEDWAY #7177,"I-24, EXIT 158 & SR-27",Jasper,TN,SPEEDWAY #7177 Jasper TN ,35.0329591,-85.5826562,285,3.014
7332,FLYING J #895,"I-75, EXIT 32A",Trenton,MI,FLYING J #895 Trenton MI ,42.1364289,-83.2392155,325,3.249
70349,WEIGELS #90,SR-139 & SR-66,Kodak,TN,WEIGELS #90 Kodak TN ,35.9542183,-83.5927511,405,3.199
7332,FLYING J #895,"I-75, EXIT 32A",Trenton,MI,FLYING J #895 Trenton MI ,42.1364289,-83.2392155,325,3.349
7332,FLYING J #895,"I-75, EXIT 32A",Trenton,MI,FLYING J #895 Trenton MI ,42.1364289,-83.2392155,325,3.439
70377,WEIGELS #81,I-81 & SR-32,Morristown,TN,WEIGELS #81 Morristown TN ,36.2139814,-83.2948922,405,3.259
64120,HOLIDAY STATIONSTORE #2746185,US-2,Wakefield,MI,HOLIDAY STATIONSTORE #2746185 Wakefield MI ,46.4763953,-89.9439398,545,3.219
64120,HOLIDAY STATIONSTORE #2746185,US-2,Wakefield,MI,HOLIDAY STATIONSTORE #2746185 Wakefield MI ,46.4763953,-89.9439398,545,3.139
64120,HOLIDAY STATIONSTORE #2746185,US-2,Wakefield,MI,HOLIDAY STATIONSTORE #2746185 Wakefield MI ,46.4763953,-89.9439398,545,3.479
64498,QUICK FUEL #1705,SR-53,Warren,MI,QUICK FUEL #1705 Warren MI ,42.5144566,-83.0146526,325,3.849
64498,QUICK FUEL #1705,SR-53,Warren,MI,QUICK FUEL #1705 Warren MI ,42.5144566,-83.0146526,325,3.749
64498,QUICK FUEL #1705,SR-53,Warren,MI,QUICK FUEL #1705 Warren MI ,42.5144566,-83.0146526,325,3.789
70440,MOUND MINI MART,I-696,Warren,MI,MOUND MINI MART Warren MI ,42.498394,-83.047255,325,3.699
64087,SAHARA PETRO,"I-696, EXIT 22",Warren,MI,SAHARA PETRO Warren MI ,42.5144566,-83.0146526,325,3.699
64087,SAHARA PETRO,"I-696, EXIT 22",Warren,MI,SAHARA PETRO Warren MI ,42.5144566,-83.0146526,325,3.799
70555,THORNTONS #615,I-40 EXIT 188,Kingston Springs,TN,THORNTONS #615 Kingston Springs TN ,36.085125,-87.0989,460,2.98233333
70562,SPEEDWAY #7161,I-65 & US-31,Portland,TN,SPEEDWAY #7161 Portland TN ,36.6275588,-86.5669715,460,3.024
60344,DORR TRUCK STOP,"US-131, EXIT 68",Wayland,MI,DORR TRUCK STOP Wayland MI ,42.724857,-85.675903,344,3.499
70598,SPEEDWAY #7175,US-78 & SR-175,Memphis,TN,SPEEDWAY #7175 Memphis TN ,35.021103,-89.919657,435,3.199
69333,SPEEDWAY #3578,"US-131, EXIT 64",Wayland,MI,SPEEDWAY #3578 Wayland MI ,42.6747107,-85.657634,456,3.599
69333,SPEEDWAY #3578,"US-131, EXIT 64",Wayland,MI,SPEEDWAY #3578 Wayland MI ,42.6747107,-85.657634,456,3.499
69333,SPEEDWAY #3578,"US-131, EXIT 64",Wayland,MI,SPEEDWAY #3578 Wayland MI ,42.6747107,-85.657634,456,3.699
63676,CORNER EXPRESS,ST 55,Wellston,MI,CORNER EXPRESS Wellston MI ,44.2235639,-85.8055359,456,3.499
66513,SUNRISE STORE,"I-75, EXIT 212",West Branch,MI,SUNRISE STORE West Branch MI ,44.2764083,-84.2386132,260,3.399
66513,SUNRISE STORE,"I-75, EXIT 212",West Branch,MI,SUNRISE STORE West Branch MI ,44.2764083,-84.2386132,260,3.199
